sequence_id	D300418.lib1	D300419.lib1	D300420.lib1	D300421.lib1	D300422.lib1	D300423.lib1	D300424.lib1	D300425.lib1	D300426.lib1	D300427.lib1	D300428.lib1	D300429.lib1	D300430.lib1	D300431.lib1	D300432.lib1	D300433.lib1	D300434.lib1	D300435.lib1	D300436.lib1	D300437.lib1	D300438.lib1	D300439.lib1	D300440.lib1	D300441.lib1	D300442.lib1	D300443.lib1	D300444.lib1	D300445.lib1	D300446.lib1	D300447.lib1	D300448.lib1	D300449.lib1	D300450.lib1	D300451.lib1	D300452.lib1	D300453.lib1	D300454.lib1	D300455.lib1	D300456.lib1	D300457.lib1	D300458.lib1	D300459.lib1	D300460.lib1	D300461.lib1	D300462.lib1	D300463.lib1	D300464.lib1	D300465.lib1	D300466.lib1	D300467.lib1	D300468.lib1	D300469.lib1	D300470.lib1	D300471.lib1	D300472.lib1	D300473.lib1	D300474.lib1	D300475.lib1	D300476.lib1	D300477.lib1	D300478.lib1	D300479.lib1	D300480.lib1	D300481.lib1	D300482.lib1	D300483.lib1	D300484.lib1	D300485.lib1	D300486.lib1	D300487.lib1	D300488.lib1	D300489.lib1	D300490.lib1	D300491.lib1	D300492.lib1	D300493.lib1	D300494.lib1	D300495.lib1	D300496.lib1	D300497.lib1	D300498.lib1	D300499.lib1	D300500.lib1	D300501.lib1	D300502.lib1	D300503.lib1	D300504.lib1	D300505.lib1	D300506.lib1	D300507.lib1	D300508.lib1	D300509.lib1	D300510.lib1	D300511.lib1	D300512.lib1	D300513.lib1	D300514.lib1	D300515.lib1	D300516.lib1	D300517.lib1	D300518.lib1	D300519.lib1	D300520.lib1	D300521.lib1	D300522.lib1	D300523.lib1	D300524.lib1	D300525.lib1	D300526.lib1	D300527.lib1	D300528.lib1	D300529.lib1	D300530.lib1	D300531.lib1
GPB:bin_000127	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434	1458434
GPB:bin_000128	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883	4828883
GPB:bin_000129	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163	7274163
GPB:bin_000130	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134	3717134
GPB:bin_000131	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105	4686105
GPB:bin_000132	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047	2638047
GPB:bin_000133	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956	3969956
GPB:bin_000134	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847	3062847
GPB:bin_000135	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259	3353259
GPB:bin_000136	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283	3603283
GPB:bin_000137	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374	1581374
GPB:bin_000138	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245	4101245
GPB:bin_000139	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981	2444981
GPB:bin_000140	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435	2531435
GPB:bin_000141	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269	3469269
GPB:bin_000142	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746	3618746
GPB:bin_000143	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746	1414746
GPB:bin_000144	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651	1676651
GPB:bin_000145	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533	1818533
GPB:bin_000146	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632	2919632
GPB:bin_000147	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354	2915354
